Name;Density (g/cc);E-Modul (GPa);Poissons Ratio;Class
Haynes R-41 alloy, 1.27 mm thick sheet, solution heat treated at 1079°C, water quenched, 30 minutes at 1066°C, aged 16 hours at 760°C (1400°F), air cooled;8.25;222;0.310
Haynes R-41 alloy, 1.27 mm thick sheet, solution heat treated at 1079°C, water quenched, 30 minutes at 1066°C, air cooled, aged 16 hours at 760°C (1400°F);8.25;218;0.310
Special Metals INCONEL C276 Nickel Superalloy Tubing, Annealed;8.89;205;0.307
Special Metals INCONEL C276 Nickel Superalloy Tubing, 24% Cold Work;8.89;205;0.307
Special Metals INCONEL C276 Nickel Superalloy Tubing, 27% Cold Work;8.89;205;0.307
Special Metals INCONEL C276 Nickel Superalloy Tubing, 30% Cold Work;8.89;205;0.307
Special Metals INCONEL C276 Nickel Superalloy Plate;8.89;205;0.307
Special Metals INCONEL C276 Nickel Superalloy Bar;8.89;205;0.307
Special Metals INCONEL C276 Nickel Superalloy Sheet;8.89;205;0.307
Special Metals INCONEL 725 Nickel Superalloy (UNS N07725), Annealed Round;8.30;204;0.310
Special Metals INCONEL 725 Nickel Superalloy (UNS N07725), Age Hardened Round;8.30;204;0.310
Special Metals INCONEL 725 Nickel Superalloy (UNS N07725), Annealed Tube;8.30;204;0.310
Special Metals INCONEL 725 Nickel Superalloy (UNS N07725), Age Hardened Tube;8.30;204;0.310
Special Metals INCONEL 725 Nickel Superalloy (UNS N07725) Age Hardened Strip;8.30;204;0.310
Special Metals DURANICKEL 301 (UNS N03301) Hot-Finished Rod and Bar;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Hot-Finished and Aged Rod and Bar;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Cold-Drawn Rod and Bar;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Cold-Drawn and Aged Rod and Bar;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Annealed Rod and Bar;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Annealed and Aged Rod and Bar;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Annealed Strip;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Annealed and Aged Strip;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Half-Hard Strip;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Half-Hard and Aged Strip;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Spring Strip;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Spring Strip, Aged;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Annealed Wire;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Annealed and Aged Wire;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Spring Wire;8.19;207;0.310
Special Metals DURANICKEL 301 (UNS N03301) Spring Wire, Aged;8.19;207;0.310
Special Metals INCONEL alloy 783 Ni-Co-Fe Alloy;7.81;177;0.310
Special Metals INCOLOY Alloy 945 Nickel-Iron-Chromium Alloy, Annealed and Aged Rod (UNS N09945);8.20;195;0.310
Special Metals INCOLOY Alloy 945 Nickel-Iron-Chromium Alloy, Pump Shaft Grade, Cold Worked and Aged Rod (UNS N09945);8.20;195;0.310
Special Metals INCOLOY Alloy 945 Nickel-Iron-Chromium Alloy, Cold Drawn, Annealed and Aged Tubing (UNS N09945);8.20;195;0.310
Special Metals INCOLOY Alloy 945X Nickel-Iron-Chromium Alloy, Annealed and Aged Rod (UNS N09945);8.27;203;0.310
Special Metals INCOLOY Alloy 945X Nickel-Iron-Chromium Alloy, Pump Shaft Grade, Cold Worked and Aged Rod (UNS N09945);8.27;203;0.310
ATI Allegheny Ludlum AL 625HP™ Stainless Steel;8.44;205;0.306
ATI Allegheny Ludlum AL 200™ Nickel Alloy, UNS N02200;8.90;207;0.310
ATI Allegheny Ludlum AL 201™ Nickel Alloy, UNS N02201;8.90;207;0.310
Overview of materials for Epoxy Adhesive;0.137 - 4.80;0.0345 - 59.1;0.0200 - 0.680
Overview of materials for Epoxy/Carbon Fiber Composite;1.15 - 2.25;2.62 - 520;0.0200 - 0.960
Overview of materials for Polyetheretherketone, Carbon Fiber Filled;1.32 - 1.90;1.00 - 172;0.260 - 0.420
Overview of materials for Nylon 6, 50% Glass Fiber Filled;1.46 - 1.80;3.80 - 30.1;0.170 - 0.380
Overview of materials for Phenolic, Novolac, Flock Filled;1.38 - 1.45;6.90 - 8.27;0.300 - 0.350
Overview of materials for Phenolic, Novolac, Mineral Filled;1.46 - 1.99;8.10 - 23.0;0.270 - 0.350
Overview of materials for Phenolic, Novolac, Glass Filled;1.50 - 2.47;9.30 - 27.1;0.250 - 0.340
Overview of materials for Phenolic, Novolac, Mineral/Glass Filled;1.55 - 2.10;9.50 - 30.0;0.310 - 0.330
Overview of materials for Polycarbonate/ASA Alloy, Unreinforced;1.07 - 1.24;1.86 - 3.10;0.280 - 0.360
Overview of materials for Thermoset Polyester Glass and Mineral Filled BMC;1.67 - 2.27;6.00 - 20.2;0.290 - 0.390
Overview of materials for Thermoset Polyester, Mineral Filled;1.59 - 2.08;9.90 - 21.3;0.283 - 0.330
Overview of materials for Polyetherimide (PEI);0.0500 - 1.78;0.000 - 39.4;0.300 - 0.440
Overview of materials for Polyimide;0.00545 - 1.88;0.107 - 46.9;0.250 - 0.410
Overview of materials for Polyphthalamide (PPA);1.10 - 3.80;0.500 - 53.1;0.290 - 0.410
Overview of materials for Polyphthalamide (PPA), Mineral Filled;1.35 - 1.80;4.40 - 11.6;0.290 - 0.380
Overview of materials for Thermoset Polyurethane Foam, Unreinforced;0.00800 - 1.39;0.000138 - 3.45;0.300 - 0.750
Overview of materials for Vinyl Ester Sheet Molding Compound;1.03 - 1.95;3.72 - 94.5;0.305 - 0.330
Solvay CYCOM 934 Epoxy - S2-Glass Fiber Reinforced Unidirectional Tape and Roving Laminate;1.30;48.0 - 62.0;0.280 - 0.320
DSM Somos NanoTool™ Resin for Stereolithography, UV & Thermal Postcure;1.65;10.4 - 11.2;0.290 - 0.360
Plenco 00714 Melamine-Phenolic, Granular, Injection Molded;1.65;11.0;0.310
Plenco 1581 Polyester, Briquette, Transfer Molded;1.83;12.9;0.310
Plenco 6401 Phenolic, Granular, Compression Molded;1.75;14.3;0.310
Plenco 6500 Phenolic, Briquette, Transfer Molded;1.76;14.3;0.310
Plenco 7552 Phenolic, Nodular, Injection Molded;1.72;11.7;0.310
Toray 2510 Prepreg Laminate with P707AG-15 Fiber (Oven Cure);1.52;8.41 - 125;0.310
Alfa Chemistry Materials Cobalt Nanoparticle Dispersion;8.90;209;0.310
Alfa Chemistry Materials Cobalt Nanorods;8.90;209;0.310
Bismuth, Bi;9.80;31.7;0.330
Cadmium, Cd;8.64;55.2;0.330
Cobalt, Co;8.80;211;0.320
Tin, Sn;5.76 - 7.29;41.6 - 44.3;0.330
Tellurium, Te;6.23;40.0;0.330
Titanium, Ti;4.50;116;0.340
Zirconium, Zr;6.53;94.5;0.340
CeramTec Alunit Aluminum Nitride;3.33;320;0.320
CeramTec 848 Zirconia, ZrO2•MgO;6.00;186;0.330
ENrG Thin E-Strate Zirconia Ribbon Ceramic Substrate;6.04;207;0.320
Ferro Zirmonite 1000, TZP;6.05;172;0.330
Mateck Window Grade Zinc Selenide, ZnSe;5.26;77.6;0.311
Morgan Advanced Ceramics Mac-Copper OFHC-WM Braze Alloy;8.94;125;0.340
Morgan Advanced Ceramics Mac-Copper ABA™L-WM Braze Alloy;8.11;96.0;0.330
Ohara S-LAH52Q Optical Glass;4.47;1100;0.313
Overview of materials for Austenitic;7.62 - 9.01;165 - 210;0.220 - 0.333
Overview of materials for High Carbon Steel;0.451 - 8.26;13.8 - 235;0.280 - 0.313
Overview of materials for Cast Iron;5.54 - 7.81;62.1 - 240;0.240 - 0.370
Overview of materials for Alloy Cast Iron;5.54 - 7.81;63.0 - 240;0.250 - 0.370
Overview of materials for Ductile Iron;6.64 - 7.42;63.0 - 172;0.250 - 0.370
Overview of materials for Duplex;7.70 - 7.85;190 - 205;0.250 - 0.333
Overview of materials for Gray Cast Iron;6.80 - 7.34;62.1 - 162;0.240 - 0.330
Overview of materials for Martensitic;6.45 - 7.89;77.0 - 310;0.230 - 0.346
Overview of materials for Stainless Steel;0.190 - 9.01;0.236 - 310;0.220 - 0.346
Overview of materials for T 300 Series Stainless Steel;0.190 - 9.01;79.3 - 214;0.240 - 0.340
Overview of materials for T 400 Series Stainless Steel;6.13 - 7.87;199 - 215;0.230 - 0.320
Overview of materials for Aluminum Alloy;0.0160 - 3.63;0.0480 - 342;0.230 - 0.360
Overview of materials for 1000 Series Aluminum;2.70 - 2.71;62.0 - 69.0;0.330
Overview of materials for 2000 Series Aluminum Alloy;2.58 - 2.89;70.0 - 117;0.300 - 0.340
Overview of materials for 3000 Series Aluminum Alloy;0.0208 - 2.75;68.9 - 71.0;0.330 - 0.350
Overview of materials for 4000 Series Aluminum Alloy;2.65 - 2.92;77.0 - 90.0;0.340
Overview of materials for 5000 Series Aluminum Alloy;0.0160 - 2.84;68.9 - 73.0;0.330 - 0.360
Overview of materials for 6000 Series Aluminum Alloy;2.68 - 2.92;67.0 - 140;0.296 - 0.330
Overview of materials for 7000 Series Aluminum Alloy;2.72 - 2.89;67.0 - 73.0;0.330
Overview of materials for Aluminum Casting Alloy;2.57 - 2.95;66.0 - 81.4;0.330
Overview of materials for Beryllium Alloy;1.84 - 8.94;110 - 330;0.0700 - 0.330
Overview of materials for Bismuth Alloy;7.99 - 10.5;14.3 - 32.0;0.330
Overview of materials for Cobalt Alloy;1.12 - 11.9;13.0 - 258;0.226 - 0.320
Overview of materials for Copper Alloy;3.32 - 12.2;0.100 - 250;0.181 - 0.380
Overview of materials for Brass;7.20 - 8.86;82.0 - 117;0.280 - 0.375
Overview of materials for Bronze;5.60 - 9.25;72.4 - 137;0.280 - 0.346
Overview of materials for Copper Casting Alloy;7.45 - 10.4;72.0 - 150;0.300 - 0.341
Overview of materials for Magnesium Alloy;0.400 - 2.40;38.0 - 120;0.270 - 0.350
Overview of materials for Molybdenum Alloy;1.52 - 14.8;200 - 365;0.285 - 0.380
Overview of materials for Nickel Alloy;0.280 - 13.4;28.0 - 235;0.267 - 0.382
Overview of materials for Gold Alloy;7.18 - 19.9;59.1 - 279;0.210 - 0.420
Overview of materials for Refractory Metal;1.52 - 21.0;68.9 - 469;0.200 - 0.380
Overview of materials for Solder/Braze Alloy;0.750 - 19.1;10.0 - 150;0.330 - 0.400
Overview of materials for Tin Alloy;5.76 - 9.66;14.5 - 53.0;0.330 - 0.400
Overview of materials for Alpha/Beta Titanium Alloy;4.42 - 4.84;105 - 125;0.310 - 0.342
Overview of materials for Alpha/Near Alpha Titanium Alloy;4.31 - 4.84;91.0 - 125;0.300 - 0.330
Overview of materials for Beta Titanium Alloy;4.24 - 5.06;63.0 - 186;0.300 - 0.360
Overview of materials for Unalloyed/Modified Titanium;4.50 - 4.81;100 - 120;0.210 - 0.370
Overview of materials for Tungsten Alloy;2.74 - 19.7;220 - 430;0.200 - 0.320
Overview of materials for Zirconium Alloy;6.00 - 6.90;91.0 - 99.3;0.330 - 0.370
Aluminum Alloys, General;2.70;70.0;0.330
Aluminum 1050-H14;2.70;69.0;0.330
Aluminum 1050-H16;2.70;69.0;0.330
Aluminum 1050-H18;2.70;69.0;0.330
Aluminum 1050-O;2.70;69.0;0.330
Aluminum 1060-H112;2.70;69.0;0.330
Aluminum 1060-H12;2.70;68.9;0.330
Aluminum 1060-H14;2.70;68.9;0.330
Aluminum 1060-H16;2.70;68.9;0.330
Aluminum 1060-H18;2.70;68.9;0.330
Aluminum 1060-O;2.70;68.9;0.330
Aluminum 1100-H112;2.71;69.0;0.330
Aluminum 1100-H12;2.71;68.9;0.330
Aluminum 1100-H14;2.71;68.9;0.330
Aluminum 1100-H16;2.71;68.9;0.330
Aluminum 1100-H18;2.71;68.9;0.330
Aluminum 1100-H19 Foil;2.71;69.0;0.330
Aluminum 1100-O;2.71;68.9;0.330
Aluminum 1145-H18;2.70;69.0;0.330
Aluminum 1145-H19 Foil;2.70;69.0;0.330
Aluminum 1145-O;2.70;69.0;0.330
Aluminum 1180-H18;2.70;67.0;0.330
Aluminum 1180-O;2.70;67.0;0.330
Aluminum 1199-H18;2.70;62.0;0.330
Aluminum 1199-O;2.70;62.0;0.330
Aluminum 1235-H19 Foil;2.70;69.0;0.330
Aluminum 1235-O Foil;2.70;69.0;0.330
Aluminum 1350-H111;2.70;69.0;0.330
Aluminum 1350-H112;2.70;69.0;0.330
Aluminum 1350-H12;2.70;68.9;0.330
Aluminum 1350-H14;2.70;68.9;0.330
Aluminum 1350-H16;2.70;68.9;0.330
Aluminum 1350-H18;2.70;69.0;0.330
Aluminum 1350-H19;2.70;68.9;0.330
Aluminum 1350-O;2.70;68.9;0.330
Aluminum 2007-T3;2.82;73.0;0.330
Aluminum 2007-T351, T3510, T3511;2.82;73.0;0.330
Aluminum 2007-T4;2.82;73.0;0.330
Aluminum 2011-T3;2.83;70.3;0.330
Aluminum 2011-T4;2.82;70.0;0.330
Aluminum 2011-T6;2.83;70.0;0.330
Aluminum 2011-T8;2.83;70.3;0.330
Aluminum 2014-O;2.80;72.4 - 73.1;0.330
Aluminum 2014-T3;2.80;72.4;0.330
Aluminum 2018-T61;2.82;74.5;0.330
Alclad Aluminum 2024-T361;2.78;73.1;0.330
Alclad Aluminum 2024-T42;2.77;72.4;0.330
Alclad Aluminum 2024-T62;2.77;72.4;0.330
Alclad Aluminum 2024-T72;2.77;72.4;0.330
Alclad Aluminum 2024-T861;2.78;73.1;0.330
Aluminum 2024-O;2.78;73.1;0.330
Aluminum 2024-T3;2.78;73.1;0.330
Aluminum 2024-T361;2.78;73.1;0.330
Aluminum 2024-T6;2.78;72.4;0.330
Aluminum 2024-T72;2.77;72.4;0.330
Aluminum 2024-T81;2.78;72.4;0.330
Aluminum 2024-T851;2.78;72.4;0.330
Aluminum 2024-T86;2.78;72.4;0.330
Aluminum 2025-T6;2.81;71.7;0.330
Aluminum 2030-T3;2.81;73.0;0.330
Aluminum 2030-T351;2.81;73.0;0.330
Aluminum 2030-T4;2.81;73.0;0.330
Aluminum 2036-T4;2.75;71.0;0.330
Aluminum 2048-T851 Plate;2.75;70.0 - 77.0;0.330
Aluminum 2090-O;2.59;76.0;0.340
Aluminum 2090-T3;2.59;76.0;0.340
Aluminum 2090-T83;2.59;76.0;0.340
Aluminum 2090-T84;2.59;76.0;0.340
Aluminum 2090-T86;2.59;76.0;0.340
Aluminum 2117-T4;2.75;71.0;0.330
Aluminum 2124-O;2.78;73.0;0.330
Aluminum 2124-T351;2.78;73.0;0.330
Aluminum 2124-T851 (Extended High Temperature Data);2.78;72.0 - 73.1;0.330
Aluminum 2124-T851;2.78;72.0 - 73.1;0.330
Aluminum 2218-T61;2.81;74.4;0.330
Aluminum 2218-T61 (Includes Creep/Rupture/Fatigue Data);2.81;74.4;0.330
Aluminum 2218-T71;2.81;74.4;0.330
Aluminum 2218-T72;2.81;74.5;0.330
Alclad Aluminum 2219-O;2.84;73.8;0.330
Alclad Aluminum 2219-T31;2.84;73.8;0.330
Alclad Aluminum 2219-T351;2.84;73.8;0.330
Alclad Aluminum 2219-T37;2.84;73.8;0.330
Alclad Aluminum 2219-T62;2.84;73.8;0.330
Alclad Aluminum 2219-T81;2.84;73.8;0.330
Alclad Aluminum 2219-T851;2.84;73.8;0.330
Alclad Aluminum 2219-T87;2.84;73.8;0.330
Aluminum 2219-O;2.84;73.1;0.330
Aluminum 2219-T31;2.84;73.1;0.330
Aluminum 2219-T351;2.84;73.1;0.330
Aluminum 2219-T37;2.84;73.1;0.330
Aluminum 2219-T62;2.84;73.1;0.330
Aluminum 2219-T81;2.84;73.1;0.330
Aluminum 2219-T851;2.84;73.1;0.330
Aluminum 2219-T851 (Extended High Temperature Data);2.84;73.1;0.330
Aluminum 2219-T87;2.84;73.1;0.330
Aluminum 2219-T87 (Extended Creep-Rupture Data);2.84;73.1;0.330
Aluminum 2319;2.84;72.0;0.330
Aluminum 2324-T39;2.77;72.4;0.330
Aluminum 2618-T61;2.76;74.5;0.330
Aluminum 2618-T61 (Includes Creep/Rupture Data);2.76;74.5;0.330
Alclad Aluminum 3003-H112;2.73;70.0;0.330
Aluminum 3003-H112;2.73;70.0;0.330
Aluminum 3003-H12;2.73;68.9;0.330
Aluminum 3003-H14;2.73;68.9;0.330
Aluminum 3003-H16;2.73;68.9;0.330
Aluminum 3003-H18;2.73;68.9;0.330
Aluminum 3003-H19 Foil;2.73;69.0;0.330
Aluminum 3003-O;2.73;68.9;0.330
Aluminum 3005-H14;2.73;69.0;0.340
Aluminum 3005-H18;2.73;69.0;0.340
Aluminum 3005-O;2.73;69.0;0.340
Aluminum 3102-H112;2.71;71.0;0.330
Aluminum 3102-O;2.71;71.0;0.330
Aluminum 3104-H19;2.72;69.0;0.340
Aluminum 3105-H12;2.72;68.9;0.330
Aluminum 3105-H14;2.72;68.9;0.330
Aluminum 3105-H16;2.72;68.9;0.330
Aluminum 3105-H18;2.72;68.9;0.330
Aluminum 3105-H25;2.72;68.9;0.330
Aluminum 3105-O;2.72;68.9;0.330
Aluminum 4032-T6;2.68;78.6;0.340
Aluminum 5005-H12;2.70;68.9;0.330
Aluminum 5005-H14;2.70;68.9;0.330
Aluminum 5005-H16;2.70;68.9;0.330
Aluminum 5005-H18;2.70;68.9;0.330
Aluminum 5005-H32;2.70;68.9;0.330
Aluminum 5005-H34;2.70;68.9;0.330
Aluminum 5005-H36;2.70;68.9;0.330
Aluminum 5005-H38;2.70;68.9;0.330
Aluminum 5005-O;2.70;68.9;0.330
Aluminum 5042-H19;2.67;70.0;0.330
Aluminum 5050-H32;2.69;68.9;0.330
Aluminum 5050-H34;2.69;68.9;0.330
Aluminum 5050-H36;2.69;68.9;0.330
Aluminum 5050-H38;2.69;68.9;0.330
Aluminum 5050-O;2.69;68.9;0.330
Aluminum 5052-H19 Foil;2.68;70.0;0.330
Aluminum 5052-H32;2.68;70.3;0.330
Aluminum 5052-H34;2.68;70.3;0.330
Aluminum 5052-H36;2.68;70.3;0.330
Aluminum 5052-H38;2.68;70.3;0.330
Aluminum 5052-O;2.68;70.3;0.330
Aluminum 5056-H18;2.64;71.0;0.330
Aluminum 5056-H191 Foil;2.64;72.0;0.330
Aluminum 5056-H38;2.64;71.0;0.330
Aluminum 5056-O;2.64;71.0;0.330
Aluminum 5082-H19;2.65;70.0;0.330
Aluminum 5083-H112;2.66;70.3;0.330
Aluminum 5083-O;2.66;70.3 - 71.0;0.330
Aluminum 5086-H112;2.66;71.0;0.330
Aluminum 5086-H34;2.66;71.0;0.330
Aluminum 5086-H36;2.66;71.0;0.330
Aluminum 5086-H38;2.66;71.0;0.330
Aluminum 5086-O;2.66;71.0;0.330
Aluminum 5154-H112;2.66;70.3;0.330
Aluminum 5154-H32;2.66;70.3;0.330
Aluminum 5154-H34;2.66;70.3;0.330
Aluminum 5154-H36;2.66;70.3;0.330
Aluminum 5154-O;2.66;70.3;0.330 - 0.360
Aluminum 5182-H19;2.65;69.6;0.330
Aluminum 5182-H32;2.65;69.6;0.330
Aluminum 5182-H34;2.65;69.6;0.330
Aluminum 5182-O;2.65;69.6;0.330
Aluminum 5252-H28;2.67;68.9;0.330
Aluminum 5252-O;2.67;69.0;0.330
Aluminum 5254-H112;2.66;70.3;0.330
Aluminum 5254-H32;2.66;70.3;0.330
Aluminum 5254-H34;2.66;70.3;0.330
Aluminum 5254-H36;2.66;70.3;0.330
Aluminum 5254-H38;2.66;70.3;0.330
Aluminum 5254-O;2.66;70.3;0.330
Aluminum 5356;2.64;70.0;0.330
Aluminum 5383-H321/H116;2.66;70.3;0.330
Aluminum 5454-H112;2.69;70.3;0.330
Aluminum 5454-H32;2.69;70.3;0.330
Aluminum 5454-H34;2.69;70.3;0.330
Aluminum 5454-O;2.69;70.3;0.330
Aluminum 5456-H111;2.66;70.3;0.330
Aluminum 5456-H112;2.66;70.3;0.330
Aluminum 5456-H24;2.66;70.3;0.330
Aluminum 5456-O;2.66;70.3 - 71.0;0.330
Aluminum 5457-H25;2.69;68.9;0.330
Aluminum 5457-O;2.69;68.9;0.330
Aluminum 5652-H32;2.67;70.3;0.330
Aluminum 5652-H34;2.67;70.3;0.330
Aluminum 5652-H36;2.67;70.3;0.330
Aluminum 5652-H38;2.67;70.3;0.330
Aluminum 5652-O;2.67;70.3;0.330
Aluminum 5657-H25;2.69;68.9;0.330
Aluminum 5657-O;2.69;69.0;0.330
5754-H22 Aluminum;2.67;70.3;0.330
5754-H24 Aluminum;2.67;70.3;0.330
5754-H26 Aluminum;2.67;70.3;0.330
Aluminum 6005-T1;2.70;69.0;0.330
Aluminum 6005-T5;2.70;69.0;0.330
Aluminum 6009-T4;2.71;69.0;0.330
Aluminum 6009-T6;2.71;69.0;0.330
Aluminum 6010-T4;2.71;69.0;0.330
Aluminum 6053-O;2.69;69.0;0.330
Aluminum 6053-T6;2.69;69.0;0.330
Aluminum 6061-O;2.70;68.9;0.330
Aluminum 6061-T8;2.70;69.0;0.330
Aluminum 6061-T91;2.70;69.0;0.330
Aluminum 6061-T913;2.70;69.0;0.330
Aluminum 6063-O;2.70;68.9;0.330
Aluminum 6063-T1;2.70;68.9;0.330
Aluminum 6063-T4;2.70;68.9;0.330
Aluminum 6063-T5;2.70;68.9;0.330
Aluminum 6063-T6;2.70;68.9;0.330
Aluminum 6063-T83;2.70;68.9;0.330
Aluminum 6063-T831;2.70;68.9;0.330
Aluminum 6063-T832;2.70;69.0;0.330
Aluminum 6063-T835;2.70;69.0;0.330
Aluminum 6066-O;2.72;68.9;0.330
Aluminum 6070-O;2.71;69.0;0.330
Aluminum 6070-T4;2.71;69.0;0.330
Aluminum 6070-T6;2.71;68.9;0.330
Aluminum 6101-H111;2.70;69.0;0.330
Aluminum 6101-T6;2.70;68.9;0.330
Aluminum 6151-T6;2.71;69.0;0.330
Aluminum 6201-T6;2.69;69.0;0.330
Aluminum 6201-T81;2.69;69.0;0.330
Aluminum 6205-T1;2.71;69.0;0.330
Aluminum 6205-T5;2.71;69.0;0.330
Aluminum 6262-T6;2.72;69.0;0.330
Aluminum 6262-T651;2.72;69.0;0.330
Aluminum 6262-T8;2.72;69.0;0.330
Aluminum 6262-T9;2.72;68.9;0.330
Aluminum 6351-T54;2.71;69.0;0.330
Aluminum 6463-O;2.69;69.0;0.330
Aluminum 6463-T1;2.69;68.9;0.330
Aluminum 6463-T4;2.69;69.0;0.330
Aluminum 6463-T5;2.69;68.9;0.330
Aluminum 6463-T6;2.69;68.9;0.330
Aluminum 6951-O;2.70;69.0;0.330
Aluminum 6951-T6;2.70;69.0;0.330
Aluminum 7001-O;2.84;71.0;0.330
Aluminum 7001-T75;2.84;71.0;0.330
Aluminum 7005-O;2.78;72.0;0.330
Aluminum 7005-T53;2.78;72.0;0.330
Aluminum 7005-T6, 7005-T63, and 7005-T6351;2.78;72.0;0.330
Aluminum 7005-W;2.78;72.0;0.330
Aluminum 7016-T5;2.78;71.0;0.330
Aluminum 7021-T62;2.78;72.0;0.330
Aluminum 7029-T5;2.77;72.0;0.330
Aluminum 7039-O;2.74;69.6;0.330
Aluminum 7039-T61;2.74;69.6;0.330
Aluminum 7039-T64;2.74;69.6;0.330
Aluminum 7050-T73652 forgings;2.83;71.7;0.330
Aluminum 7050-T73651 plate;2.83;71.7;0.330
Aluminum 7050-T7451 (7050-T73651);2.83;71.7;0.330
Aluminum 7050-T7651;2.83;71.7;0.330
Aluminum 7072-H113;2.72;68.0;0.330
Aluminum 7072-H12;2.72;68.0;0.330
Aluminum 7072-H14;2.72;68.0;0.330
Aluminum 7072-O;2.72;68.0;0.330
Aluminum 7075-O;2.81;71.7;0.330
Aluminum 7076-T61;2.84;67.0;0.330
Aluminum 7175-T66;2.80;72.0;0.330
Aluminum 7175-T7351;2.80;72.0;0.330
Aluminum 7178-O;2.83;71.7;0.330
Aluminum 7475-T61;2.81;70.3;0.330
Aluminum 7475-T61 (Extended High Temperature Data);2.81;70.3;0.330
Aluminum 7475-T651;2.81;71.7;0.330
Aluminum 7475-T7351;2.81;71.7;0.330
Aluminum 7475-T761;2.81;70.3;0.330
Aluminum 7475-T761 (Extended High Temperature Data);2.81;70.3;0.330
Aluminum 7475-T7651;2.81;71.7;0.330
Aluminum 8001-H18;2.75;70.0;0.330
Aluminum 8001-O;2.75;70.0;0.330
Aluminum 201.0-T4, Sand Cast;2.80;71.0;0.330
Aluminum 201.0-T6 Casting Alloy;2.80;71.0;0.330
Aluminum 201.0-T7, Sand Cast;2.80;71.0;0.330
Aluminum 204.0-T4, Permanent Mold Cast;2.80;71.0;0.330
Aluminum 204.0-T4, Sand Cast;2.80;71.0;0.330
Aluminum 204.0-T6, Permanent Mold Cast, Precipitation Treatment 12 h at 140°C (285°F);2.80;71.0;0.330
Aluminum 204.0-T6, Permanent Mold Cast, Precipitation Treatment 12 h at 180°C (360°F);2.80;71.0;0.330
Aluminum 204.0-T6, Sand Cast, Precipitation Treatment 12 h at 140°C (285°F);2.80;71.0;0.330
Aluminum 204.0-T6, Sand Cast, Precipitation Treatment 12 h at 180°C (360°F);2.80;71.0;0.330
Aluminum A206.0-T7 Casting Alloy;2.80;70.0;0.330
Aluminum 206.0-T7 Casting Alloy;2.80;70.0;0.330
Aluminum 208.0-F, Sand Cast;2.79;71.0;0.330
Aluminum 208.0-T4, Permanent Mold Cast;2.79;71.0;0.330
Aluminum 208.0-T6, Permanent Mold Cast;2.79;71.0;0.330
Aluminum 208.0-T7, Permanent Mold Cast;2.79;71.0;0.330
Aluminum 222.0-O, Sand Cast;2.95;71.0;0.330
Aluminum 222.0-T551, Permanent Mold Cast;2.95;71.0;0.330
Aluminum 222.0-T61, Sand Cast;2.95;71.0;0.330
Aluminum 222.0-T65, Permanent Mold Cast;2.95;71.0;0.330
Aluminum 242.0-O, Sand Cast;2.82;71.0;0.330
Aluminum 242.0-T21, Sand Cast;2.82;71.0;0.330
Aluminum 242.0-T571, Permanent Mold Cast;2.81;71.0;0.330
Aluminum 242.0-T571, Sand Cast;2.81;71.0;0.330
Aluminum 242.0-T61, Permanent Mold Cast;2.82;71.0;0.330
Aluminum 242.0-T61, Sand Cast;2.82;71.0;0.330
Aluminum 242.0-T77, Sand Cast;2.81;71.0;0.330
Aluminum 295.0-T4, Sand Cast;2.81;70.0;0.330
Aluminum 295.0-T6, Sand Cast;2.81;70.0;0.330
Aluminum 295.0-T62, Sand Cast;2.81;70.0;0.330
Aluminum 295.0-T7, Sand Cast;2.81;70.0;0.330
Aluminum 296.0-T4, Cast;2.80;69.0;0.330
Aluminum 296.0-T6, Permanent Mold Cast;2.80;69.0;0.330
Aluminum 296.0-T7, Cast;2.80;69.0;0.330
Aluminum 308.0-F, Permanent Mold Cast;2.79;71.0;0.330
Aluminum 319.0-F, Permanent Mold Cast;2.79;74.0;0.330
Aluminum 319.0-F, Sand Cast;2.79;74.0;0.330
Aluminum 319.0-T5, Sand Cast;2.79;74.0;0.330
Aluminum 319.0-T6, Permanent Mold Cast;2.79;74.0;0.330
Aluminum 319.0-T6, Sand Cast;2.79;74.0;0.330
Aluminum 328.0-F, Sand Cast;2.70;73.0;0.330
Aluminum 328.0-T6, Sand Cast;2.70;73.0;0.330
Aluminum 332.0-T5, Permanent Mold Cast;2.76;73.0;0.330
Aluminum 333.0-F, Permanent Mold Cast;2.77;73.0;0.330
Aluminum 333.0-T5, Permanent Mold Cast;2.77;73.0;0.330
Aluminum 333.0-T6, Permanent Mold Cast;2.77;73.0;0.330
Aluminum 333.0-T7, Permanent Mold Cast;2.77;73.0;0.330
