Name;Density (g/cc);E-Modul (GPa);Class
IBC Advanced Alloys C17510 Beryllium Copper Alloy Rounds, Temper A(TB00);8.83;138;NonferrousMetal
Uninhibited Naval brass, UNS C46400, H01 (10%) Temper 6 mm rod/bar;8.41;100;NonferrousMetal
IBC Advanced Alloys C17510 Beryllium Copper Alloy Rounds, Temper AT(TF00);8.83;138;NonferrousMetal
Arsenical Naval brass, UNS C46500, H01 (10%) Temper 6 mm rod/bar;8.41;100;NonferrousMetal
IBC Advanced Alloys Thermal Mould™ Super Mold and Die Copper Alloy, Beryllium-Free;8.69;128;NonferrousMetal
Antimonial Naval brass, UNS C46600, H01 (10%) Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TM00;8.87;124;NonferrousMetal
Phosphorized Naval brass, UNS C46700, H01 (10%) Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TM02;8.87;124;NonferrousMetal
Uninhibited Naval brass, UNS C46400, H02 (20%) Temper 25 mm rod/bar;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TM04;8.87;124;NonferrousMetal
Arsenical Naval brass, UNS C46500, H02 (20%) Temper 25 mm rod/bar;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TM06;8.87;124;NonferrousMetal
Antimonial Naval brass, UNS C46600, H02 (20%) Temper 25 mm rod/bar;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TM08;8.87;124;NonferrousMetal
Phosphorized Naval brass, UNS C46700, H02 (20%) Temper 25 mm rod/bar;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TB00 Solution HT;8.87;124;NonferrousMetal
Uninhibited Naval brass, UNS C46400, M20 Temper 25 mm flat products;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TD01 1/4 Hard;8.87;124;NonferrousMetal
Arsenical Naval brass, UNS C46500, M20 Temper 25 mm flat products;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TD02 1/2 Hard;8.87;124;NonferrousMetal
Antimonial Naval brass, UNS C46600, M20 Temper 25 mm flat products;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TD03 3/4 Hard;8.87;124;NonferrousMetal
Phosphorized Naval brass, UNS C46700, M20 Temper 25 mm flat products;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TD04 Hard;8.87;124;NonferrousMetal
Uninhibited Naval brass, UNS C46400, M30 Temper extruded shapes;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TX00;8.87;124;NonferrousMetal
Arsenical Naval brass, UNS C46500, M30 Temper extruded shapes;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TS01;8.87;124;NonferrousMetal
Antimonial Naval brass, UNS C46600, M30 Temper extruded shapes;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TS02;8.87;124;NonferrousMetal
Phosphorized Naval brass, UNS C46700, M30 Temper extruded shapes;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TS03;8.87;124;NonferrousMetal
Uninhibited Naval brass, UNS C46400, O60 Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TS04;8.87;124;NonferrousMetal
Arsenical Naval brass, UNS C46500, O60 Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Schmolz + Bickenbach MoldMAX LH Low Hard - Copper Alloy;8.36;131;NonferrousMetal
Antimonial Naval brass, UNS C46600, O60 Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Schmolz + Bickenbach MoldMAX HH High Hard - Copper Alloy;8.36;131;NonferrousMetal
Phosphorized Naval brass, UNS C46700, O60 Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Schmolz + Bickenbach MoldMAX V Copper Alloy;8.69;128;NonferrousMetal
Uninhibited Naval brass, UNS C46400, O60 Temper 25 mm rod/bar;8.41;100;NonferrousMetal
Schmolz + Bickenbach MoldMAX SC Copper Alloy;8.83;138;NonferrousMetal
Arsenical Naval brass, UNS C46500, O60 Temper 25 mm rod/bar;8.41;100;NonferrousMetal
Alfa Chemistry Materials Copper Nanotubes;8.96;110 - 128;NonferrousMetal
Antimonial Naval brass, UNS C46600, O60 Temper 25 mm rod/bar;8.41;100;NonferrousMetal
Alfa Chemistry Materials Copper single crystal, 15mm (0.59in) dia, 50mm (2.0in) long, (110) orientation, ±2°;8.96;110 - 128;NonferrousMetal
Phosphorized Naval brass, UNS C46700, O60 Temper 25 mm rod/bar;8.41;100;NonferrousMetal
Alfa Chemistry Materials Copper single crystal, 15mm (0.59in) dia, 50mm (2.0in) long, (111) orientation;8.96;110 - 128;NonferrousMetal
Uninhibited Naval brass, UNS C46400, O60 Temper 51 mm rod/bar;8.41;100;NonferrousMetal
Arsenical Naval brass, UNS C46500, O60 Temper 51 mm rod/bar;8.41;100;NonferrousMetal
Antimonial Naval brass, UNS C46600, O60 Temper 51 mm rod/bar;8.41;100;NonferrousMetal
Phosphorized Naval brass, UNS C46700, O60 Temper 51 mm rod/bar;8.41;100;NonferrousMetal
Uninhibited Naval brass, UNS C46400, O50 Temper 6 mm flat products;8.41;100;NonferrousMetal
Arsenical Naval brass, UNS C46500, O50 Temper 6 mm flat products;8.41;100;NonferrousMetal
Antimonial Naval brass, UNS C46600, O50 Temper 6 mm flat products;8.41;100;NonferrousMetal
Phosphorized Naval brass, UNS C46700, O50 Temper 6 mm flat products;8.41;100;NonferrousMetal
Uninhibited Naval brass, UNS C46400, O50 Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Arsenical Naval brass, UNS C46500, O50 Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Antimonial Naval brass, UNS C46600, O50 Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Phosphorized Naval brass, UNS C46700, O50 Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Uninhibited Naval brass, UNS C46400, O50 Temper 25 mm rod/bar;8.41;100;NonferrousMetal
Arsenical Naval brass, UNS C46500, O50 Temper 25 mm rod/bar;8.41;100;NonferrousMetal
Antimonial Naval brass, UNS C46600, O50 Temper 25 mm rod/bar;8.41;100;NonferrousMetal
Phosphorized Naval brass, UNS C46700, O50 Temper 25 mm rod/bar;8.41;100;NonferrousMetal
Uninhibited Naval brass, UNS C46400, O50 Temper 51 mm rod/bar;8.41;100;NonferrousMetal
Arsenical Naval brass, UNS C46500, O50 Temper 51 mm rod/bar;8.41;100;NonferrousMetal
Antimonial Naval brass, UNS C46600, O50 Temper 51 mm rod/bar;8.41;100;NonferrousMetal
Phosphorized Naval brass, UNS C46700, O50 Temper 51 mm rod/bar;8.41;100;NonferrousMetal
Uninhibited Naval brass, UNS C46400, H01 (8%) Temper 51 mm rod/bar;8.41;100;NonferrousMetal
Arsenical Naval brass, UNS C46500, H01 (8%) Temper 51 mm rod/bar;8.41;100;NonferrousMetal
Antimonial Naval brass, UNS C46600, H01 (8%) Temper 51 mm rod/bar;8.41;100;NonferrousMetal
Phosphorized Naval brass, UNS C46700, H01 (8%) Temper 51 mm rod/bar;8.41;100;NonferrousMetal
Uninhibited Naval brass, UNS C46400, H02 (20%) Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Arsenical Naval brass, UNS C46500, H02 (20%) Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Antimonial Naval brass, UNS C46600, H02 (20%) Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Phosphorized Naval brass, UNS C46700, H02 (20%) Temper 6 mm rod/bar;8.41;100;NonferrousMetal
Uninhibited Naval brass, UNS C46400, H80 (35%) Temper tubing;8.41;100;NonferrousMetal
Arsenical Naval brass, UNS C46500, H80 (35%) Temper tubing;8.41;100;NonferrousMetal
Antimonial Naval brass, UNS C46600, H80 (35%) Temper tubing;8.41;100;NonferrousMetal
Phosphorized Naval brass, UNS C46700, H80 (35%) Temper tubing;8.41;100;NonferrousMetal
Uninhibited Naval brass, UNS C46400;8.41;100;NonferrousMetal
Arsenical Naval brass, UNS C46500;8.41;100;NonferrousMetal
Antimonial Naval brass, UNS C46600;8.41;100;NonferrousMetal
Phosphorized Naval brass, UNS C46700;8.41;100;NonferrousMetal
Medium leaded naval brass, UNS C48200;8.44;100;NonferrousMetal
Medium leaded naval brass, UNS C48200, O60 Temper 25 mm rod;8.44;100;NonferrousMetal
Medium leaded naval brass, UNS C48200, O50 Temper 25 mm rod;8.44;100;NonferrousMetal
Medium leaded naval brass, UNS C48200, H01 (8%) Temper 25 mm rod;8.44;100;NonferrousMetal
Medium leaded naval brass, UNS C48200, H01 (4%) Temper 76 mm rod;8.44;100;NonferrousMetal
Medium leaded naval brass, UNS C48200, H01 Temper 38 mm bar;8.44;100;NonferrousMetal
Medium leaded naval brass, UNS C48200, H02 (20%) Temper 25 mm rod;8.44;100;NonferrousMetal
Medium leaded naval brass, UNS C48200, H02 (15%) Temper 51 mm rod;8.44;100;NonferrousMetal
Medium leaded naval brass, UNS C48200, M30 Temper 10 mm bar;8.44;100;NonferrousMetal
Medium leaded naval brass, UNS C48200, O60 Temper 51 mm rod;8.44;100;NonferrousMetal
Medium leaded naval brass, UNS C48200, O50 Temper 51 mm rod;8.44;100;NonferrousMetal
Medium leaded naval brass, UNS C48200, H01 (8%) Temper 51 mm rod;8.44;100;NonferrousMetal
High Leaded naval brass, UNS C48500;8.44;100;NonferrousMetal
High Leaded naval brass, UNS C48500, O60 Temper rod;8.44;100;NonferrousMetal
High Leaded naval brass, UNS C48500, H01 (8%) Temper rod;8.44;100;NonferrousMetal
High Leaded naval brass, UNS C48500, H02 (20%) Temper rod;8.44;100;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, OSO35 Temper, 0.035 mm Grain Size;8.89;117;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, OSO75 Temper, 0.015 mm Grain Size;8.89;117;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, H02, 0.035 mm Grain Size;8.89;117;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, H02, 0.015 mm Grain Size;8.89;117;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, H04, 0.035 mm Grain Size;8.89;117;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, H04, 0.015 mm Grain Size;8.89;117;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, H06, 0.035 mm Grain Size;8.89;117;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, H06, 0.015 mm Grain Size;8.89;117;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, H08, 0.035 mm Grain Size;8.89;117;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, H08, 0.015 mm Grain Size;8.89;117;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, H10, 0.035 mm Grain Size;8.89;117;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, H10, 0.015 mm Grain Size;8.89;117;NonferrousMetal
Copper, UNS C50710, H02 Temper strip;8.88;113;NonferrousMetal
Copper, UNS C50710, H04 Temper strip;8.88;113;NonferrousMetal
Copper, UNS C50710, H06 Temper strip;8.88;113;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, OSO50 Temper flat products;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, OSO35 Temper flat products;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, OSO25 Temper flat products;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, OSO15 Temper flat products;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, H01 Temper wire;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, H02 Temper flat products;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, H04 Temper flat products;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, H06 Temper flat products;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, H08 Temper flat products;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, H010 Temper flat products;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, OSO35 Temper wire;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, H02 Temper 13 mm rod;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, H02 Temper 25 mm rod;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, H02 Temper wire;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, H04 Temper wire;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, H06 Temper wire;8.86;110;NonferrousMetal
Phosphor bronze 5% Sn, UNS C51000, H08 Temper wire;8.86;110;NonferrousMetal
Copper, UNS C51100;8.86;110;NonferrousMetal
Copper, UNS C51100, OSO50 Temper strip;8.86;110;NonferrousMetal
Copper, UNS C51100, OSO35 Temper strip;8.86;110;NonferrousMetal
Copper, UNS C51100, OSO25 Temper strip;8.86;110;NonferrousMetal
Copper, UNS C51100, OSO15 Temper strip;8.86;110;NonferrousMetal
Copper, UNS C51100, H01 Temper strip;8.86;110;NonferrousMetal
Copper, UNS C51100, H02 Temper strip;8.86;110;NonferrousMetal
Copper, UNS C51100, H03 Temper strip;8.86;110;NonferrousMetal
Copper, UNS C51100, H04 Temper strip;8.86;110;NonferrousMetal
Copper, UNS C51100, H06 Temper strip;8.86;110;NonferrousMetal
Copper, UNS C51100, H08 Temper strip;8.86;110;NonferrousMetal
Copper, UNS C51100, H10 Temper strip;8.86;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, OSO50 Temper flat products;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, OSO35 Temper flat products;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, OSO25 Temper flat products;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, OSO15 Temper flat products;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, H01 Temper wire;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, H02 Temper flat products;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, H04 Temper flat products;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, H06 Temper flat products;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, H08 Temper flat products;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, H10 Temper flat products;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, OSO35 Temper wire;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, H02 Temper rod;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, H02 Temper wire;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, H04 Temper wire;8.80;110;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100, H06 Temper wire;8.80;110;NonferrousMetal
Phosphor bronze 10% Sn, UNS C52400, OSO35 Temper flat products;8.78;110;NonferrousMetal
Phosphor bronze 10% Sn, UNS C52400, H01 Temper wire;8.78;110;NonferrousMetal
Phosphor bronze 10% Sn, UNS C52400, H02 Temper flat products;8.78;110;NonferrousMetal
Phosphor bronze 10% Sn, UNS C52400, H04 Temper flat products;8.78;110;NonferrousMetal
Phosphor bronze 10% Sn, UNS C52400, H06 Temper flat products;8.78;110;NonferrousMetal
Phosphor bronze 10% Sn, UNS C52400, H08 Temper flat products;8.78;110;NonferrousMetal
Phosphor bronze 10% Sn, UNS C52400, H10 Temper flat products;8.78;110;NonferrousMetal
Phosphor bronze 10% Sn, UNS C52400, OSO35 Temper wire;8.78;110;NonferrousMetal
Phosphor bronze 10% Sn, UNS C52400, H02 Temper wire;8.78;110;NonferrousMetal
Phosphor bronze 10% Sn, UNS C52400, H04 Temper wire;8.78;110;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, OSO50 Temper sheet/strip;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, OSO35 Temper sheet/strip;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, OSO25 Temper sheet/strip;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, OSO15 Temper sheet/strip;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, H02 Temper sheet/strip;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, H04 Temper sheet/strip;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, H06 Temper sheet/strip;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, H08 Temper sheet/strip;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, H10 Temper sheet/strip;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, H04 Temper 8 mm flat products;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, H04 Temper 19 mm flat products;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, H04 Temper 13 mm rod;8.89;103;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400, H04 Temper 25 mm rod;8.89;103;NonferrousMetal
8% Aluminum Bronze, UNS C61000;7.78;117;NonferrousMetal
Aluminum Bronze, UNS C61300, Annealed;7.89;115 - 137;NonferrousMetal
Aluminum Bronze, UNS C61300, Cold Finished;7.89;115 - 126;NonferrousMetal
Aluminum Bronze, UNS C61300, O60 Temper;7.89;115;NonferrousMetal
Aluminum Bronze, UNS C61300, H04 Temper;7.89;115;NonferrousMetal
Aluminum Bronze D, UNS C61400, O60 Temper 3 mm flat products;7.89;115;NonferrousMetal
Aluminum Bronze D, UNS C61400, H04 Temper 3 mm flat products;7.89;115;NonferrousMetal
Aluminum Bronze D, UNS C61400, O60 Temper 8 mm flat products;7.89;115;NonferrousMetal
Aluminum Bronze D, UNS C61400, O60 Temper 13 mm flat products;7.89;115;NonferrousMetal
Aluminum Bronze D, UNS C61400, O60 Temper 25 mm flat products;7.89;115;NonferrousMetal
Aluminum Bronze D, UNS C61400, H04 Temper 8 mm flat products;7.89;115;NonferrousMetal
Aluminum Bronze D, UNS C61400, H04 Temper 13 mm flat products;7.89;115;NonferrousMetal
Aluminum Bronze D, UNS C61400, H04 Temper 25 mm flat products;7.89;115;NonferrousMetal
Aluminum Bronze D, UNS C61400, H04 Temper 13 mm rod;7.89;115;NonferrousMetal
Aluminum Bronze D, UNS C61400, H04 Temper 25 mm rod;7.89;115;NonferrousMetal
Aluminum Bronze D, UNS C61400, H04 Temper 51 mm rod;7.89;115;NonferrousMetal
Aluminum Bronze D, UNS C61400, Cold Finished Rod;7.89;115 - 126;NonferrousMetal
Aluminum Bronze D, UNS C61400, Annealed Rod;7.89;115 - 137;NonferrousMetal
Copper, UNS C61500;7.65;112;NonferrousMetal
Copper, UNS C61500, O60 Temper sheet/strip;7.65;112;NonferrousMetal
Copper, UNS C61500, O50 Temper sheet/strip;7.65;112;NonferrousMetal
Copper, UNS C61500, H02 Temper sheet/strip;7.65;112;NonferrousMetal
Copper, UNS C61500, H04 Temper sheet/strip;7.65;112;NonferrousMetal
Copper, UNS C61500, H06 Temper sheet/strip;7.65;112;NonferrousMetal
Copper, UNS C61500, H08 Temper sheet/strip;7.65;112;NonferrousMetal
Copper, UNS C61500, HR06 Temper sheet/strip;7.65;112;NonferrousMetal
Copper, UNS C62300 (Aluminum Bronze 9%);7.65;115;NonferrousMetal
Copper, UNS C62300 (Aluminum Bronze 9%), H50 Temper, 25 mm rod;7.65;115;NonferrousMetal
Copper, UNS C62300 (Aluminum Bronze 9%), H50 Temper 25-50 mm rod;7.65;115;NonferrousMetal
Copper, UNS C62300 (Aluminum Bronze 9%), H50 Temper 50-75 mm rod;7.65;115;NonferrousMetal
Copper, UNS C62300 (Aluminum Bronze 9%), Annealed Rod;7.65;115 - 120;NonferrousMetal
Copper, UNS C62300 (Aluminum Bronze 9%), Cold Finished Rod;7.65;111 - 115;NonferrousMetal
Copper, UNS C62400 (Aluminum Bronze 11%);7.45;115;NonferrousMetal
Copper, UNS C62400 (Aluminum Bronze 11%), H50 Temper, 25 mm rod;7.45;115;NonferrousMetal
Copper, UNS C62400 (Aluminum Bronze 11%), H50 Temper 25-50 mm rod;7.45;115;NonferrousMetal
Copper, UNS C62400 (Aluminum Bronze 11%), H50 Temper 50-75 mm rod;7.45;115;NonferrousMetal
Copper, UNS C62500;7.21;110;NonferrousMetal
Nickel Aluminum Bronze, UNS C63000, HR50 Temper;7.58;115;NonferrousMetal
Nickel Aluminum Bronze, UNS C63000, Cold Finished Rod;7.58;117;NonferrousMetal
Nickel Aluminum Bronze, UNS C63200;7.64;115;NonferrousMetal
Copper, UNS C63600;8.33;110;NonferrousMetal
Copper, UNS C63600, O61 Temper rod;8.33;110;NonferrousMetal
Copper, UNS C63600, H00 (7%) Temper wire;8.33;110;NonferrousMetal
Copper, UNS C63600, H01 Temper rod;8.33;110;NonferrousMetal
Copper, UNS C63600, H01 (21%) Temper wire;8.33;110;NonferrousMetal
Copper, UNS C63600, O61 Temper wire;8.33;110;NonferrousMetal
Coronze Copper, UNS C63800, O61 Temper sheet/strip;8.28;117;NonferrousMetal
Coronze Copper, UNS C63800, H01 Temper sheet/strip;8.28;117;NonferrousMetal
Coronze Copper, UNS C63800, H02 Temper sheet/strip;8.28;117;NonferrousMetal
Coronze Copper, UNS C63800, H03 Temper sheet/strip;8.28;117;NonferrousMetal
Coronze Copper, UNS C63800, H04 Temper sheet/strip;8.28;117;NonferrousMetal
Coronze Copper, UNS C63800, H06 Temper sheet/strip;8.28;117;NonferrousMetal
Coronze Copper, UNS C63800, H08 Temper sheet/strip;8.28;117;NonferrousMetal
Coronze Copper, UNS C63800, H10 Temper sheet/strip;8.28;117;NonferrousMetal
Low-silicon bronze B, UNS C65100, OSO35 Temper rod;8.75;115;NonferrousMetal
Low-silicon bronze B, UNS C65100, OSO15 Temper tubing;8.75;115;NonferrousMetal
Low-silicon bronze B, UNS C65100, H00 Temper 2 mm wire;8.75;115;NonferrousMetal
Low-silicon bronze B, UNS C65100, H00 (21%) Temper 11 mm wire;8.75;115;NonferrousMetal
Low-silicon bronze B, UNS C65100, H01 Temper 2 mm wire;8.75;115;NonferrousMetal
Low-silicon bronze B, UNS C65100, H02 (37%) Temper 11 mm wire;8.75;115;NonferrousMetal
Low-silicon bronze B, UNS C65100, H02 Temper 2 mm wire;8.75;115;NonferrousMetal
Low-silicon bronze B, UNS C65100, H04 (60%) Temper 11 mm wire;8.75;115;NonferrousMetal
Low-silicon bronze B, UNS C65100, H04 (36%) Temper rod;8.75;115;NonferrousMetal
Low-silicon bronze B, UNS C65100, H04 Temper 2 mm wire;8.75;115;NonferrousMetal
Low-silicon bronze B, UNS C65100, H06 (50%) Temper rod;8.75;115;NonferrousMetal
Low-silicon bronze B, UNS C65100, H06 Temper 2 mm wire;8.75;115;NonferrousMetal
Low-silicon bronze B, UNS C65100, H80 (35%) Temper tubing;8.75;115;NonferrousMetal
Copper, UNS C65400, H01 Temper strip;8.55;117;NonferrousMetal
Copper, UNS C65400, H02 Temper strip;8.55;117;NonferrousMetal
Copper, UNS C65400, H03 Temper strip;8.55;117;NonferrousMetal
Copper, UNS C65400, H04 Temper strip;8.55;117;NonferrousMetal
Copper, UNS C65400, H06 Temper strip;8.55;117;NonferrousMetal
Copper, UNS C65400, H08 Temper strip;8.55;117;NonferrousMetal
Copper, UNS C65400, H10 Temper strip;8.55;117;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, OSO70 Temper flat products;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, OSO50 Temper rod;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, OSO35 Temper flat products;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, OSO15 Temper flat products;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H00 Temper wire;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H01 Temper flat products;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H02 Temper flat products;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H02 (20%) Temper rod;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H04 Temper flat products;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H04 (36%) Temper rod;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H06 Temper flat products;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H06 (50%) Temper rod;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H08 Temper flat products;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H08 (80%) Temper wire;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H80 (35%) Temper tubing;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, OSO50 Temper tubing;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, OSO35 Temper wire;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H01 Temper wire;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H02 Temper wire;8.53;105;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, H04 Temper wire;8.53;105;NonferrousMetal
Copper, UNS C66400, O60 Temper;8.74;112;NonferrousMetal
Copper, UNS C66400, H01 Temper;8.74;112;NonferrousMetal
Copper, UNS C66400, H02 Temper;8.74;112;NonferrousMetal
Copper, UNS C66400, H03 Temper;8.74;112;NonferrousMetal
Copper, UNS C66400, H04 Temper;8.74;112;NonferrousMetal
Copper, UNS C66400, H06 Temper;8.74;112;NonferrousMetal
Copper, UNS C66400, H08 Temper;8.74;112;NonferrousMetal
Copper, UNS C66400, H10 Temper;8.74;112;NonferrousMetal
Manganese Bronze A, UNS C67500;8.63;103;NonferrousMetal
Alcoloy Copper, UNS C68800;8.20;116;NonferrousMetal
Alcoloy Copper, UNS C68800, O60 Temper strip;8.20;116;NonferrousMetal
Alcoloy Copper, UNS C68800, O50 Temper strip;8.20;116;NonferrousMetal
Alcoloy Copper, UNS C68800, H01 Temper strip;8.20;116;NonferrousMetal
Alcoloy Copper, UNS C68800, H02 Temper strip;8.20;116;NonferrousMetal
Alcoloy Copper, UNS C68800, H04 Temper strip;8.20;116;NonferrousMetal
Alcoloy Copper, UNS C68800, H06 Temper strip;8.20;116;NonferrousMetal
Alcoloy Copper, UNS C68800, H08 Temper strip;8.20;116;NonferrousMetal
Alcoloy Copper, UNS C68800, H10 Temper strip;8.20;116;NonferrousMetal
Copper, UNS C69000;8.19;115;NonferrousMetal
Copper, UNS C69000, OSO25 Temper;8.19;115;NonferrousMetal
Copper, UNS C69000, H01 Temper;8.19;115;NonferrousMetal
Copper, UNS C69000, H02 Temper;8.19;115;NonferrousMetal
Copper, UNS C69000, H04 Temper;8.19;115;NonferrousMetal
Copper, UNS C69000, H06 Temper;8.19;115;NonferrousMetal
Copper, UNS C69000, H08 Temper;8.19;115;NonferrousMetal
