Name;Density (g/cc);E-Modul (GPa);Class
Prodways PA12-GFX 2550 Powder for Laser Sintering;1.35;2.55;RapidPrototypingPolymer
Prodways PA12-L 1600 Powder for Laser Sintering;0.950;1.60;RapidPrototypingPolymer
Prodways PA12-CF 6500 Powder for Laser Sintering;1.09;5.6;RapidPrototypingPolymer
Prodways PA11-SX 1350 Powder for Laser Sintering;1.02;1.35;RapidPrototypingPolymer
Prodways PA11-SX 1450 Powder for Laser Sintering;1.02;1.45;RapidPrototypingPolymer
Prodways PA11-GF 3450 Powder for Laser Sintering;1.40;3.45;RapidPrototypingPolymer
Prodways Ultrasint PA6 - X028 Powder for Laser Sintering;1.15;3.55;RapidPrototypingPolymer
Prodways PA612-GB 3800 Powder for Laser Sintering;1.26;3.8;RapidPrototypingPolymer
Prodways PP 1200 Powder for 3D Printing;0.890;1.25;RapidPrototypingPolymer
Prodways Stark 3200 Powder for 3D Printing;1.28;3.20;RapidPrototypingPolymer
Proto3000 Objet RGD525 High Temperature Prototyping Polymer;0.97;3.35;RapidPrototypingPolymer
Proto3000 Objet FullCure720 Transparent Prototyping Polymer;1.19;2.5;RapidPrototypingPolymer
Proto3000 Objet VeroClear FullCure810;1.04;2.5;RapidPrototypingPolymer
Proto3000 Objet VeroGray FullCure850 Rigid Opaque Prototyping Polymer;1.17;2.5;RapidPrototypingPolymer
Proto3000 Objet DurusWhite FullCure430 Polypropylene-like Prototyping Polymer;1.16;1.1;RapidPrototypingPolymer
Proto3000 ABSi Fused Deposition Modeling Polymer;1.08;1.92;RapidPrototypingPolymer
Proto3000 ABS-M30 Fused Deposition Modeling Polymer;1.04;2.41;RapidPrototypingPolymer
Proto3000 PC Fused Deposition Modeling Polymer;1.20;2.28;RapidPrototypingPolymer
Proto3000 PC-ABS Fused Deposition Modeling Polymer;1.20;1.92;RapidPrototypingPolymer
Proto3000 PC ISO Fused Deposition Modeling Polymer;1.20;0.998;RapidPrototypingPolymer
Proto3000 PPSF Fused Deposition Modeling Polymer;1.28;2.07;RapidPrototypingPolymer
Proto3000 ULTEM* 9085 Fused Deposition Modeling Polymer;1.34;2.22;RapidPrototypingPolymer
Selenis MIMESIS DP 301 Copolyester for 3D Printing;1.27;2.18;RapidPrototypingPolymer
Solvay Specialty Polymers KetaSpire CF10 HC AM Filament PEEK, 10% carbon fiber;1.33;11.0;RapidPrototypingPolymer
Solvay Specialty Polymers KetaSpire MS NT1 AM Filament PEEK;1.29;3.12;RapidPrototypingPolymer
Solvay Specialty Polymers Radel MS NT1 AM Filament Polyphenylsulfone (PPSU);1.29;2.00;RapidPrototypingPolymer
Solvay Specialty Polymers Solef PVDF AM Filament MSC NT 1;1.72;0.800;RapidPrototypingPolymer
Solaxis Nylon PA11 Black or White SLS Polymer;1.03;1.02;RapidPrototypingPolymer
Solaxis Nylon PA6 Flame Retardant Black SLS Polymer;1.30;3.6;RapidPrototypingPolymer
Solaxis Polypropylene PP Natural SLS Polymer;0.890;1.40;RapidPrototypingPolymer
Solaxis ABS-ESD7™ 3D Printing Polymer;1.04;2.40;RapidPrototypingPolymer
Solaxis Antero™ 800NA PEKK-based FDM, Processed on Fortus 450mc;1.28;3.5;RapidPrototypingPolymer
Solaxis Antero™ 800NA PEKK-based FDM, Processed on Stratasys F900;1.28;2.86;RapidPrototypingPolymer
Solaxis Antero™ 840CN03 Carbon Nanotube Filled PEKK for FDM;1.27;3.09;RapidPrototypingPolymer
Solaxis ASA 3D Printing Polymer;1.05;1.98;RapidPrototypingPolymer
Solaxis FDM Nylon 12 3D Printing Polymer, Conditioned;1.00;1.21;RapidPrototypingPolymer
Solaxis FDM Nylon 12 3D Printing Polymer, Dry;1.00;1.27;RapidPrototypingPolymer
Solaxis FDM Nylon 12CF 3D Printing Polymer;1.15;4.9;RapidPrototypingPolymer
Solaxis PC 3D Printing Polymer;1.20;1.95;RapidPrototypingPolymer
Solaxis PC-ABS 3D Printing Polymer;1.10;1.90;RapidPrototypingPolymer
Solaxis PC-ISO 3D Printing Polymer;1.20;2.00;RapidPrototypingPolymer
Solaxis Ultem™ 1010 FDM thermoplastic;1.27;2.49;RapidPrototypingPolymer
Solaxis Ultem™ 9085 3D Printing Polymer;1.34;2.21;RapidPrototypingPolymer
Stratasys Antero™ 800NA PEKK-based FDM 3D Printing Polymer;1.28;3.2;RapidPrototypingPolymer
Stratasys Biocompatible VeroGlaze MED620 3D Printing Polymer;1.17;2.8;RapidPrototypingPolymer
Stratasys VeroDentPlus MED690 3D Printing Polymer;1.17;2.7;RapidPrototypingPolymer
Stratasys Digital ABS Plus 3D Printing Polymer;1.17;2.8;RapidPrototypingPolymer
Stratasys Diran 410MF07 Nylon-based thermoplastic FDM 3D Printing Polymer;1.16;1.57;RapidPrototypingPolymer
Stratasys FDM TPU 92A 3D Printing Polymer;1.14;0.02;RapidPrototypingPolymer
Stratasys PolyJet™ High Temperature Heat-Resistant Polyjet Material;1.17;3.35;RapidPrototypingPolymer
Stratasys FDM Nylon 12CF™ 3D Printing Polymer with Carbon Fiber;1.19;6.25;RapidPrototypingPolymer
Stratasys PLA 3D Printing Polymer;1.26;2.79;RapidPrototypingPolymer
Stratasys PolyJet™ VeroUltraClear Transparent 3D Printing Polymer;1.19;1.75;RapidPrototypingPolymer
Stratasys ABS-M30;1.05;2.35;RapidPrototypingPolymer
Stratasys PC Polycarbonate for 3D Printing;1.20;2.17;RapidPrototypingPolymer
Stratasys PC-ABS;1.10;1.89;RapidPrototypingPolymer
Stratasys PPSF Polyphenylsulfone for 3D Printing;1.28;2.10;RapidPrototypingPolymer
Stratasys Ultem 9085 for Rapid Prototyping;1.27;2.29;RapidPrototypingPolymer
Stratasys ABS-ESD7™;1.07;2.21;RapidPrototypingPolymer
Stratasys ABSplus™ P430;1.04;2.20;RapidPrototypingPolymer
Stratasys ASA;1.08;2.07;RapidPrototypingPolymer
Stratasys ULTEM™ 1010 PEI for 3D Printing;1.29;3.00;RapidPrototypingPolymer
Stratasys RIGUR RGD450 Simulated Polypropylene 3D Printing Polymer;1.21;1.9;RapidPrototypingPolymer
3D Systems VisiJet M100 3-D Printer Model Material;1.14;0.775;RapidPrototypingPolymer
Ultimaker PLA Filament;1.24;2.35;RapidPrototypingPolymer
Ultimaker Tough PLA Filament;1.22;1.82;RapidPrototypingPolymer
Ultimaker Nylon Filament;1.14;0.579;RapidPrototypingPolymer
Ultimaker CPE Filament;1.27;1.72;RapidPrototypingPolymer
Ultimaker CPE+ Filament;1.18;1.35;RapidPrototypingPolymer
Ultimaker TPU 95A Filament;1.22;0.0260;RapidPrototypingPolymer
Ultimaker PC Filament;1.19;2.01;RapidPrototypingPolymer
Ultimaker PP Filament;0.890;0.3;RapidPrototypingPolymer
Ultimaker ABS Filament;1.18;1.82;RapidPrototypingPolymer
Zortrax Z-PEI 1010 Filament;1.27;2.50;RapidPrototypingPolymer
Zortrax Z-PEI 9085 Filament;1.34;2.05;RapidPrototypingPolymer
Zortrax Z-ABS 2 Filament;1.05;2.30;RapidPrototypingPolymer
Zortrax Zortrax Resin Tough Clear;1.16;0.770;RapidPrototypingPolymer
Zortrax Zortrax Resin Tough White/Grey;1.17;0.670;RapidPrototypingPolymer
Zortrax Zortrax Resin Basic White, Ivory, Grey;1.09;2.08;RapidPrototypingPolymer
Aclo Accutech TPO TPO030T9V Paintable Grade;0.965;1.35;Thermoplastic
A. Schulman DuraGrip™ DGR 6030 NC/BK Thermoplastic Elastomer (TPE);0.990;0.0;Thermoplastic
A. Schulman DuraGrip™ DGR 6040 NC/BK Thermoplastic Elastomer (TPE);0.990;0.0;Thermoplastic
A. Schulman DuraGrip™ DGR 6050 NC/BK Thermoplastic Elastomer (TPE);0.990;0.0;Thermoplastic
A. Schulman DuraGrip™ DGR 6060 NC Thermoplastic Elastomer (TPE);0.990;0.0;Thermoplastic
A. Schulman DuraGrip™ DGR 6070 NC Thermoplastic Elastomer (TPE);0.990;0.0;Thermoplastic
A. Schulman DuraGrip™ DGR 6080 NC/BK Thermoplastic Elastomer (TPE);0.990;0.00271;Thermoplastic
A. Schulman DuraGrip™ 6150 BK Melt Processable Elastomer;1.06;0.0;Thermoplastic
A. Schulman DuraGrip™ 6160 BK Melt Processable Elastomer;1.07;0.0;Thermoplastic
A. Schulman DuraGrip™ 6170 BK Melt Processable Elastomer;1.10;0.0;Thermoplastic
3D Systems DuraForm HST Composite Thermoplastic Elastomer for SLS Systems;1.20;5.61;Thermoplastic
3D Systems DuraForm ProX HST Composite Thermoplastic Elastomer for SLS Systems;1.12;4.12;Thermoplastic
Arkema Pebax 5533 SN 70 BLACK Polyether Block Amide (PEBA) (Dry);1.09;0.3;Thermoplastic
Bada BADAPRENE TPV 50D 5293 GF15 natural TPV-PP+EPDM;1.03;1.60;Thermoplastic
Borealis Daplen™ ED213AE TPO Compound;1.02;1.50;Thermoplastic
Borealis Daplen™ EE040AE TPO Compound;0.910;1.05;Thermoplastic
Borealis Daplen™ EE103AE TPO Compound;0.950;1.40;Thermoplastic
Borealis Daplen™ EF040AE TPO Compound;0.910;1.04;Thermoplastic
Borealis Daplen™ KB4436 TPO Compound;1.12;2.10;Thermoplastic
Borealis Daplen™ VB4411 TPO Compound;0.950;1.20;Thermoplastic
Borealis Daplen™ ED117AE Polypropylene TPO Compound;0.970;1.25;Thermoplastic
Celanese CoolPoly D8102 Thermally Conductive Thermoplastic Elastomer;1.30;0.0250;Thermoplastic
Celanese CoolPoly E8101 Thermally Conductive Thermoplastic Elastomer;1.25;0.0120;Thermoplastic
Network Polymers Softflex 0470;0.972;0.00969;Thermoplastic
Network Polymers Softflex 8103;1.12;0.0290;Thermoplastic
Dow DT702 TPO;0.901;1.04;Thermoplastic
Dow TF0807 TPO;0.920;1.31;Thermoplastic
Dow INFUSE™ 9000 Olefin Block Copolymer;0.877;0.00329;Thermoplastic
Dow INFUSE™ 9007 Olefin Block Copolymer;0.886;0.00178;Thermoplastic
Dow INFUSE™ 9010 Olefin Block Copolymer;0.877;0.00340;Thermoplastic
Dow INFUSE™ 9100 Olefin Block Copolymer;0.877;0.00279;Thermoplastic
Dow INFUSE™ 9107 Olefin Block Copolymer;0.866;0.00161;Thermoplastic
Dow INFUSE™ 9500 Olefin Block Copolymer;0.877;0.00228;Thermoplastic
Dow INFUSE™ 9507 Olefin Block Copolymer;0.866;0.00149;Thermoplastic
Dow INFUSE™ 9530 Olefin Block Copolymer;0.887;0.00382;Thermoplastic
Dow INFUSE™ 9807 Olefin Block Copolymer;0.866;0.00130;Thermoplastic
Dow INFUSE™ 9817 Olefin Block Copolymer;0.877;0.00231;Thermoplastic
Dow VERSIFY™ 4301 Elastomer;0.868;0.00410;Thermoplastic
DSM Arnitel CM551 TPC-ES, Heat Resistant Copolyester;1.24;0.140;Thermoplastic
DSM Arnitel CM600-V TPC-ES FR, Extrusion, Flame Retardant;1.32;0.420;Thermoplastic
DSM Arnitel CM622 TPC-ES, Extrusion, Flame Retardant;1.27;0.310;Thermoplastic
DSM Arnitel EB463 TPC-ET, Blow Molding Grade;1.15;0.0650;Thermoplastic
DSM Arnitel EB464 TPC-ET, Blow Molding Grade;1.15;0.0670;Thermoplastic
DSM Arnitel EM550 TPC-ET, Extrusion Grade;1.20;0.200;Thermoplastic
DSM Arnitel EM631 TPC-ET, Extrusion Grade;1.24;0.310;Thermoplastic
DSM Arnitel EM740 TPC-ET, Extrusion Grade;1.29;1.00;Thermoplastic
DSM Arnitel PB420-B TPC-ET, Blow Molding Grade;1.18;0.0700;Thermoplastic
DSM Arnitel PB582-H TPC-ET, Blow Molding Grade, Heat Stabilized;1.23;0.300;Thermoplastic
DSM Arnitel PM381 TPC-ET, Extrusion Grade;1.16;0.0420;Thermoplastic
DSM Arnitel PM581 TPC-ET, Extrusion Grade;1.24;0.300;Thermoplastic
DSM Arnitel PM650 TPC-ET, Extrusion Grade;1.27;0.400;Thermoplastic
DSM Arnitel UM551 TPC-ES, 55 Shore D;1.26;0.200;Thermoplastic
DSM Arnitel UM551-V TPC-ES FR, Flame Retardant;1.28;0.250;Thermoplastic
DSM Arnitel UM552 TPC-ES, 55 Shore D;1.26;0.250;Thermoplastic
DSM Arnitel VT3104 TPC-ET, Extrusion Grade;1.16;0.0600;Thermoplastic
DSM Arnitel VT3108 TPC-ET, Extrusion Grade;1.25;0.110;Thermoplastic
DSM Arnitel XG5855 TPC-ET, Extrusion Grade;1.13;0.0560;Thermoplastic
DSM Arnitel XG5857 TPC-ET, Extrusion Grade;1.13;0.0600;Thermoplastic
DSM Arnitel XG5858 TPC-ET, Extrusion Grade;1.10;0.0550;Thermoplastic
DSM Arnitel XG6029 TPC-ET, Extrusion Grade;1.13;0.0450;Thermoplastic
DSM Arnitel PM460-H TPC-ET;1.21;0.120;Thermoplastic
DSM Arnitel EM631-HB TPC-ET;1.23;0.260;Thermoplastic
DSM Arnitel EM400-BP TPC-ET;1.11;0.0500;Thermoplastic
DSM Arnitel EL250 TPC-ET;1.08;0.0250;Thermoplastic
DSM Arnitel EB463 41 Shore D, Blow Molding Grade Copolyester Elastomer (North America);1.15;0.115;Thermoplastic
DSM Arnitel EM550 55 Shore D, Extrusion Grade Copolyester Elastomer (North America);1.21;0.200;Thermoplastic
DSM Arnitel EM630 63 Shore D, Extrusion Grade Copolyester Elastomer (North America);1.23;0.310;Thermoplastic
DSM Arnitel EM740 74 Shore D, Extrusion Grade Copolyester Elastomer (North America);1.27;0.900;Thermoplastic
DSM Arnitel PM471 45 Shore D, Extrusion Grade Copolyester Elastomer (North America);1.20;0.175;Thermoplastic
DSM Arnitel PM650 General Purpose Grade Copolyester Elastomer (North America);1.26;0.520;Thermoplastic
DSM Arnitel EM460 Polyether Ester Elastomer (European and Asian Grade);1.16;0.100;Thermoplastic
DSM Arnitel PL420-H Polyether Ester Elastomer (European and Asian Grade);1.18;0.100;Thermoplastic
DSM Arnitel PL461 Polyether Ester Elastomer (European and Asian Grade);1.21;0.165;Thermoplastic
DSM Arnitel PL650 Polyether Ester Elastomer (European and Asian Grade);1.26;0.570;Thermoplastic
DuPont Performance Polymers Hytrel 6356BKB High Performance Polyester Elastomer;1.22;0.280;Thermoplastic
DuPont Performance Polymers Hytrel 3046 NC010 TPC-ET;1.07;0.0240;Thermoplastic
DuPont Performance Polymers Hytrel 3078 TPC-ET;1.07;0.0230;Thermoplastic
DuPont Performance Polymers Hytrel 4053FG NC010 TPC-ET;1.16;0.0560;Thermoplastic
DuPont Performance Polymers Hytrel 4053FGF NC010 TPC-ET;1.15;0.0550;Thermoplastic
DuPont Performance Polymers Hytrel 4068 TPC-ET;1.11;0.0450;Thermoplastic
DuPont Performance Polymers Hytrel 4556 TPC-ET;1.14;0.0850;Thermoplastic
DuPont Performance Polymers Hytrel 5526 TPC-ET;1.19;0.190;Thermoplastic
DuPont Performance Polymers Hytrel 5553FG NC010 TPC-ET;1.20;0.170;Thermoplastic
DuPont Performance Polymers Hytrel 5556 TPC-ET;1.19;0.180;Thermoplastic
DuPont Performance Polymers Hytrel 6359FG NC010 TPC-ET;1.22;0.260;Thermoplastic
DuPont Performance Polymers Hytrel 7246 TPC-ET;1.26;0.550;Thermoplastic
DuPont Performance Polymers Hytrel 7246HS BK320 TPC-ET;1.25;0.510;Thermoplastic
DuPont Performance Polymers Hytrel 7246HS NC010 TPC-ET;1.25;0.480;Thermoplastic
DuPont Performance Polymers Hytrel 8238 TPC-ET;1.28;1.20;Thermoplastic
DuPont Performance Polymers Hytrel DYM250S BK472 TPC-ET+PBT;1.16;0.295;Thermoplastic
DuPont Performance Polymers Hytrel DYM350BK TPC-ET+PBT;1.18;0.370;Thermoplastic
DuPont Performance Polymers Hytrel G3548 NC010 TPC-ET;1.15;0.0250;Thermoplastic
DuPont Performance Polymers Hytrel G4074 TPC-ET;1.18;0.0550;Thermoplastic
DuPont Performance Polymers Hytrel G4078LS NC010 TPC-ET;1.18;0.0540;Thermoplastic
DuPont Performance Polymers Hytrel G4774 TPC-ET;1.19;0.110;Thermoplastic
DuPont Performance Polymers Hytrel G5544 TPC-ET;1.22;0.200;Thermoplastic
DuPont Performance Polymers Hytrel HTR237BG BK320 TPC-ET;1.15;0.0900;Thermoplastic
DuPont Performance Polymers Hytrel HTR4275 BK316 TPC-ET;1.17;0.160;Thermoplastic
DuPont Performance Polymers Hytrel HTR6108 TPC-ET;1.25;0.190;Thermoplastic
DuPont Performance Polymers Hytrel HTR8068 TPC-ET-FR(17);1.43;0.140;Thermoplastic
DuPont Performance Polymers Hytrel HTR8163HVBK TPC-ET;1.23;0.340;Thermoplastic
DuPont Performance Polymers Hytrel HTR8206 TPC-ET;1.19;0.0800;Thermoplastic
DuPont Performance Polymers Hytrel HTR8223 BK320 TPC-ET;1.13;0.07;Thermoplastic
DuPont Performance Polymers Hytrel HTR8241 TPC-ET;1.24;0.360;Thermoplastic
DuPont Performance Polymers Hytrel HTR8341C BK320 TPC-ET;1.14;0.0800;Thermoplastic
DuPont Performance Polymers Hytrel HTR8351 NC021 TPC-ET;1.15;0.0170;Thermoplastic
DuPont Performance Polymers Hytrel HTR8685 BK022A TPC-ET;1.15;0.100;Thermoplastic
DuPont Performance Polymers Hytrel HTR8724 BK320 TPC-ET;1.16;0.110;Thermoplastic
DuPont Performance Polymers Hytrel HTR8808 BK316 TPC-ET-I;1.07;0.270;Thermoplastic
DuPont Performance Polymers Hytrel HTR8813 BK320 Polyester Elastomer;1.23;0.450;Thermoplastic
Dow AFFINITY™ SE 1400 Polyolefin Plastomer;0.895;0.172;Thermoplastic
Dow AFFINITY™ SM 1300 Polyolefin Plastomer;0.902;0.0950;Thermoplastic
Dow AFFINITY™ SM 1350 Polyolefin Plastomer;0.913;0.178;Thermoplastic
Dow AFFINITY™ SM 8250 Polyolefin Plastomer;0.885;0.0372;Thermoplastic
Dow AFFINITY™ VP 8770 Polyolefin Plastomer;0.885;0.0221;Thermoplastic
Eastman Neostar FN005 Elastomer;1.13;0.170;Thermoplastic
Ecomass Ecomass 5033ZC87 SS Powder filled Styrene Isoprene Styrene (SIS);3.90;0.662;Thermoplastic
Ecomass Ecomass 5033ZS87 SS/Tungsten Powder filled Styrene Isoprene Styrene (SIS);4.50;0.683;Thermoplastic
Ecomass Ecomass 5033ZS91 SS/Tungsten Powder filled Styrene Isoprene Styrene (SIS);6.00;0.669;Thermoplastic
Encom Polymers EnLast 5A TPE;0.920;0.00100;Thermoplastic
LyondellBasell Hifax TYC007P BLK Thermoplastic Olefinic Elastomer, mineral Filled;1.05;2.00;Thermoplastic
LyondellBasell Hostacom TRC104NB NATRL Thermoplastic Olefinic Elastomer;1.04;2.10;Thermoplastic
Green Dot Terratek Flex GDH-B1 Compostable Bioplastic Elastomer;1.23;0.00440;Thermoplastic
Gromax 1155LL TPE;1.19;0.421;Thermoplastic
Gromax 1163LL TPE;1.23;0.511;Thermoplastic
Gromax 1172LL TPE;1.28;0.854;Thermoplastic
Avient OnFlex™ BIO 5170D-E0010 Thermoplastic Elastomer (TPE);1.34;1.20;Thermoplastic
Avient OnFlex™ BIO 5180D-E0014 Thermoplastic Elastomer (TPE);1.45;2.50;Thermoplastic
Celanese Riteflex 640 Thermoplastic Polyester Elastomer (TPE);1.15;0.0920;Thermoplastic
Celanese Riteflex 655 Thermoplastic Polyester Elastomer (TPE);1.19;0.240;Thermoplastic
Celanese Riteflex 635 Thermoplastic Polyester Elastomer (TPE);1.14;0.06;Thermoplastic
Celanese Riteflex 647 Thermoplastic Polyester Elastomer (TPE);1.17;0.14;Thermoplastic
Röhm Plexiglas 99530 Crystal Clear Elastomer Based Film;1.15;2.00;Thermoplastic
Röhm Plexiglas 99845 Crystal Clear Elastomer Based Film;1.13;1.00;Thermoplastic
Evonik Vestamid E47-S3 Heat & Light Stabilized Nylon 12/PEBA Elastomer;1.02;0.120;Thermoplastic
Evonik Vestamid E55-S3 Heat & Light Stabilized Nylon 12/PEBA Elastomer;1.03;0.230;Thermoplastic
Evonik Vestamid E62-S3 Heat & Light Stabilized Nylon 12/PEBA Elastomer;1.03;0.370;Thermoplastic
Evonik Vestamid E62-S3 Heat & Light Stabilized Nylon 12/PEBA Elastomer for Fiber Optic Jacketing;1.01;0.360;Thermoplastic
Evonik Vestamid EX9200 Heat & Light Stabilized Nylon 12/PEBA Elastomer;1.01;0.700;Thermoplastic
KKPC KOSYN KTR 101 Thermoplastic Elastomer (TPE);0.940;0.0220;Thermoplastic
KKPC KOSYN KTR 201 Thermoplastic Elastomer (TPE);0.940;0.0210;Thermoplastic
KKPC KOSYN KTR 302 Thermoplastic Elastomer (TPE);0.940;0.0180;Thermoplastic
KKPC KOSYN KTR 401 Thermoplastic Elastomer (TPE);0.940;0.0280;Thermoplastic
KKPC KOSYN KTR 601 Thermoplastic Elastomer (TPE);0.950;0.0450;Thermoplastic
KKPC KOSYN KTR 602 Thermoplastic Elastomer (TPE);0.950;0.0680;Thermoplastic
Lubrizol Advanced Materials Stat-Rite S-403 Olefin Block Copolymer;1.06;1.86;Thermoplastic
Lubrizol ESTALOC 59010 Polyester-Type, Reinforced Engineering Thermoplastic Polyurethane;1.44;0.621;Thermoplastic
Lubrizol ESTALOC 59300 Polyester-Type, Reinforced Engineering Thermoplastic Polyurethane;1.45;3.65;Thermoplastic
Lubrizol ESTALOC 59600 Polyester-Type, Reinforced Engineering Thermoplastic Polyurethane;1.66;5.50;Thermoplastic
Lubrizol ESTALOC 60155 Polyester-Type, Reinforced Engineering Thermoplastic Polyurethane;1.32;0.552;Thermoplastic
Lubrizol ESTALOC 59003 Ester-Type, Reinforced Engineering Thermoplastic;1.28;0.658;Thermoplastic
Lubrizol ESTALOC 59200 Ester-Type, Reinforced Engineering Thermoplastic;1.44;2.88;Thermoplastic
Lubrizol ESTALOC 60204 Polyester-Type, Reinforced Engineering Thermoplastic Polyurethane;1.31;1.90;Thermoplastic
Lubrizol ESTALOC T514 Ester-Type, Reinforced Engineering Thermoplastic;1.35;2.37;Thermoplastic
Lubrizol ESTALOC T5160 Ether-Type, Reinforced Engineering Thermoplastic;1.41;3.35;Thermoplastic
Lubrizol ESTANE GP52DB Ester Based Thermoplastic Polyurethane;1.23;0.870;Thermoplastic
Lubrizol ESTANE GP60DB Ester Based Thermoplastic Polyurethane;1.23;0.139;Thermoplastic
Lubrizol ESTANE GP65DE Ester Based Thermoplastic Polyurethane;1.26;0.249;Thermoplastic
Lubrizol ESTANE GP72DB Ester Based Thermoplastic Polyurethane;1.24;0.283;Thermoplastic
Lubrizol ESTANE GP75AE Ester Based Thermoplastic Polyurethane;1.22;0.00600;Thermoplastic
Lubrizol ESTANE GP80AB Ester Based Thermoplastic Polyurethane;1.20;0.0130;Thermoplastic
Lubrizol ESTANE GP85AB Ester Based Thermoplastic Polyurethane;1.20;0.0170;Thermoplastic
Lubrizol ESTANE GP85AE Ester Based Thermoplastic Polyurethane;1.23;0.0150;Thermoplastic
Lubrizol ESTANE GP92AT Ether Based Thermoplastic Polyurethane;1.14;0.0450;Thermoplastic
Lubrizol ESTANE GP95AB Ester Based Thermoplastic Polyurethane;1.22;0.0580;Thermoplastic
Lubrizol ESTANE GP95AE Ester Based Thermoplastic Polyurethane;1.24;0.0570;Thermoplastic
NYCOA NY-FLEX CT 180 Nylon-Based TPE;1.11;1.12;Thermoplastic
NYCOA NY-FLEX CT 176 Nylon-Based TPE;1.10;0.91;Thermoplastic
NYCOA NY-FLEX CT 172 Nylon-Based TPE;1.09;0.59;Thermoplastic
NYCOA NY-FLEX CT 164 Nylon-Based TPE;1.09;0.27;Thermoplastic
NYCOA NY-FLEX CT 155 Nylon-Based TPE;1.06;0.14;Thermoplastic
NYCOA NY-FLEX CT 145 Nylon-Based TPE;1.04;0.09;Thermoplastic
Premix Thermoplastics PRESEAL TPE 5010;2.34;0.00350;Thermoplastic
Premix Thermoplastics PRESEAL TPE 5020;2.34;0.00240;Thermoplastic
Premix Thermoplastics PRESEAL TPE 6070;1.85;0.00250;Thermoplastic
Premix Thermoplastics PRESEAL TPE 6071;1.85;0.00400;Thermoplastic
Premix Thermoplastics PRESEAL TPE 6080;1.85;0.0;Thermoplastic
RTP Company RTP 1205 S-75D Ester-based Thermoplastic Polyurethane Elastomer (TPUR/TPU) Glass Fiber;1.44;3.10;Thermoplastic
RTP Company RTP 1203 S-90A Ester-based Thermoplastic Polyurethane Elastomer (TPUR/TPU) Glass Fiber;1.35;0.552;Thermoplastic
RTP Company RTP 1207 S-65D UV Ester-based Thermoplastic Polyurethane Elastomer, Glass Fiber Reinforced - UV Stabilized;1.54;3.10;Thermoplastic
RTP Company RTP 1500-55D TFE 15 Polyether-Ester Block Copolymer (TEEE / COPE), PTFE Lubricated;1.29;0.276;Thermoplastic
RTP Company RTP 1205 S-80A Ester-based Thermoplastic Polyurethane Elastomer, Glass Fiber;1.42;1.03;Thermoplastic
RTP Company RTP 1207 S-65D Ester-based Thermoplastic Polyurethane Elastomer, Glass Fiber;1.54;2.76;Thermoplastic
RTP Company RTP 1201 S-55D Ester-based Thermoplastic Polyurethane Elastomer, Glass Fiber Reinforced;1.28;0.621;Thermoplastic
RTP Company RTP 1201 S-90A Ester-based Thermoplastic Polyurethane Elastomer, Glass Fiber;1.27;0.345;Thermoplastic
RTP Company RTP 1201 T-70A Ether-based Thermoplastic Polyurethane Elastomer, Glass Fiber Reinforced;1.14;0.0689;Thermoplastic
RTP Company RTP 1203 T-70A Ether-based Thermoplastic Polyurethane Elastomer, Glass Fiber Reinforced;1.18;0.138;Thermoplastic
RTP Company RTP 1205 T-70A Ether-based Thermoplastic Polyurethane Elastomer, Glass Fiber Reinforced;1.27;0.0689;Thermoplastic
RTP Company RTP 1205 S-65D Ester-based Thermoplastic Polyurethane Elastomer, Glass Fiber;1.45;2.76;Thermoplastic
RTP Company RTP 1299 X 101066 Ether-based Thermoplastic Polyurethane Elastomer, Glass Bubbles;0.930;0.345;Thermoplastic
RTP Company RTP 1203 S-65D Ester-based Thermoplastic Polyurethane Elastomer, Glass Fiber Reinforced;1.36;1.86;Thermoplastic
RTP Company RTP 1500-40D Polyether-Ester Block Copolymer (TEEE / COPE);1.15;0.0689;Thermoplastic
RTP Company RTP 1201 S-65D Ester-based Thermoplastic Polyurethane Elastomer, Glass Fiber;1.29;0.758;Thermoplastic
Aaron Industries AAROPRENE ATPR 1000 50A Elastomeric Compound;1.05;0.00193;Thermoplastic
Aaron Industries AAROPRENE ATPR 1000 60A Elastomeric Compound;1.05;0.00207;Thermoplastic
Aaron Industries AAROPRENE ATPR 1000 70A Elastomeric Compound;1.05;0.00276;Thermoplastic
Aaron Industries AAROPRENE ATPR 1000 80A Elastomeric Compound;1.05;0.00310;Thermoplastic
Aaron Industries AAROPRENE ATPR ECATPR2040 Black Thermoplastic SEBS Rubber;1.03;1.38;Thermoplastic
SABIC LNP™ THERMOCOMP™ YF003S TPE (Global);1.30;1.50;Thermoplastic
SABIC LNP™ LUBRICOMP™ YP003 TPE (Americas);1.27;0.200;Thermoplastic
SABIC LNP™ LUBRICOMP™ YL003 TPE (Americas);1.27;0.23;Thermoplastic
SABIC LNP™ LUBRICOMP™ YL003 TPE (Europe);1.28;0.180;Thermoplastic
SABIC LNP™ STAT-LOY™ YX02589C TPE (Global);1.08;0.04;Thermoplastic
SABIC LNP™ LUBRICOMP™ YL003C TPE (Global);1.27;0.27;Thermoplastic
SABIC FLEX NORYL™ WCV072 PPE+TPE (Europe);1.03;1.73;Thermoplastic
SABIC FLEX NORYL™ WCV063 PPE+TPE (Asia);1.03;0.76;Thermoplastic
SABIC LNP™ THERMOCOMP™ YF006A TPE (Global);1.43;3.20;Thermoplastic
Seals Eastern 7202 Nitrile Rubber;1.19;0.00862;Thermoplastic
